affinity,rmsd_lb,rmsd_ub
-9.888,0,0
-9.691,1.633,2.174
-9.411,1.421,8.034
-9.406,3.053,5.584
-9.365,4.832,8.816
-9.285,3.037,6.602
-9.19,4.8,10.12
-9.033,1.458,2.053
-8.998,1.646,8.785
