affinity,rmsd_lb,rmsd_ub
-8.089,0,0
-8.023,2.751,6.472
-7.997,2.831,6.436
-7.922,2.45,6.822
-7.909,3.187,6.945
-7.847,3.676,7.423
-7.805,2.147,4.191
-7.774,1.775,2.468
-7.636,3.869,6.715
