affinity,rmsd_lb,rmsd_ub
-7.679,0,0
-7.362,1.45,5.402
-7.268,3.457,5.302
-7.19,3.317,5.305
-7.167,2.744,4.986
-7.112,5.203,6.591
-7.001,2.04,2.323
-6.902,5.14,8.324
-6.856,5.245,9.184
